"symbol","date","open","high","low","close","split_coefficient","price","qtr","eps_est","eps","release_time","Beat_Miss","Close","price2"
"AAPL",2011-10-20,400,400.35,394.21,395.31,4,1581.24,NA,NA,NA,NA,NA,1.84715667492173,1571.48
"AMZN",2011-10-20,232.13,234.739,229.8,233.61,12,2803.32,NA,NA,NA,NA,NA,1.74466019417476,2817.36
"GOOGL",2011-10-20,581.9,588.89,579.51,583.67,1,583.67,NA,NA,NA,NA,NA,0.931264459513363,590.49
"NFLX",2011-10-20,110.05,111.99,109.081,111.48,2,222.96,NA,NA,NA,NA,NA,2.08451757666417,234.08
"SP500",2011-10-20,1211.1,1219.53,1197.34,1215.39,1,1215.39,NA,NA,NA,NA,NA,1.11493440968718,1238.25
"AAPL",2011-10-21,398.1,399.14,390.75,392.87,4,1571.48,NA,NA,NA,NA,NA,1.83575533853558,1623.08
"AMZN",2011-10-21,236.91,236.9999,230.6,234.78,12,2817.36,NA,NA,NA,NA,NA,1.75339805825243,2851.32
"GOOGL",2011-10-21,589.51,592.75,586.7,590.49,1,590.49,NA,NA,NA,NA,NA,0.942145991224571,596.42
"NFLX",2011-10-21,113.69,117.129,110.94,117.04,2,234.08,NA,NA,NA,NA,NA,2.18848167539267,237.68
"SP500",2011-10-21,1215.39,1239.03,1215.39,1238.25,1,1238.25,NA,NA,NA,NA,NA,1.13590496284745,1254.19
"AAPL",2011-10-24,396.18,406.5,395.4,405.77,4,1623.08,NA,NA,NA,NA,NA,1.89603289565908,1591.08
"AMZN",2011-10-24,236.02,240.47,234,237.61,12,2851.32,NA,NA,NA,NA,NA,1.77453323375653,2725.8
"GOOGL",2011-10-24,586.72,599.97,586.5,596.42,1,596.42,NA,NA,NA,NA,NA,0.951607499002792,583.16
"NFLX",2011-10-24,119.1,120.28,115.1,118.84,2,237.68,"09/2011",NA,NA,"post",NA,2.22213911742708,154.74
"SP500",2011-10-24,1238.72,1256.55,1238.72,1254.19,1,1254.19,NA,NA,NA,NA,NA,1.15052747454362,1229.05
"AAPL",2011-10-25,405.03,406.55,397.38,397.77,4,1591.08,NA,NA,NA,NA,NA,1.85865146488482,1602.4
"AMZN",2011-10-25,238.59,239.01,225.89,227.15,12,2725.8,"09/2011",NA,NA,"post",NA,1.69641523525019,2380.8
"GOOGL",2011-10-25,593.1,595,582.85,583.16,1,583.16,NA,NA,NA,NA,NA,0.930450737933785,586.31
"NFLX",2011-10-25,74.9,79.39,74.25,77.37,2,154.74,NA,NA,NA,NA,NA,1.44670905011219,158.8
"SP500",2011-10-25,1254.19,1254.19,1226.79,1229.05,1,1229.05,NA,NA,NA,NA,NA,1.12746537014953,1242
"AAPL",2011-10-26,401.76,402.55,393.151,400.6,4,1602.4,NA,NA,NA,NA,NA,1.87187514602121,1618.76
"AMZN",2011-10-26,203.69,207.58,196.51,198.4,12,2380.8,NA,NA,NA,NA,NA,1.48170276325616,2481.36
"GOOGL",2011-10-26,589.55,590.18,572.86,586.31,1,586.31,NA,NA,NA,NA,NA,0.935476665337056,598.67
"NFLX",2011-10-26,78.73,81.42,75.4,79.4,2,158.8,NA,NA,NA,NA,NA,1.48466716529544,161.72
"SP500",2011-10-26,1229.17,1246.28,1221.06,1242,1,1242,NA,NA,NA,NA,NA,1.13934501421888,1284.59
"AAPL",2011-10-27,407.56,409,401.89,404.69,4,1618.76,NA,NA,NA,NA,NA,1.89098640250456,1619.8
"AMZN",2011-10-27,204.26,208.6,201.1,206.78,12,2481.36,NA,NA,NA,NA,NA,1.54428678117999,2607.84
"GOOGL",2011-10-27,598.42,602.7,593.3,598.67,1,598.67,NA,NA,NA,NA,NA,0.955197447147986,600.14
"NFLX",2011-10-27,82.18,82.72,79.25,80.86,2,161.72,NA,NA,NA,NA,NA,1.51196709050112,168.28
"SP500",2011-10-27,1243.97,1292.66,1243.97,1284.59,1,1284.59,NA,NA,NA,NA,NA,1.17841482432804,1285.09
"AAPL",2011-10-28,403,406.35,402.51,404.95,4,1619.8,NA,NA,NA,NA,NA,1.89220129900472,1619.12
"AMZN",2011-10-28,206.53,218.4,205.75,217.32,12,2607.84,NA,NA,NA,NA,NA,1.62300224047797,2562.12
"GOOGL",2011-10-28,594.52,602.3,594.25,600.14,1,600.14,NA,NA,NA,NA,NA,0.957542879936179,592.64
"NFLX",2011-10-28,80.28,84.66,79.6,84.14,2,168.28,NA,NA,NA,NA,NA,1.57329842931937,164.16
"SP500",2011-10-28,1284.39,1287.08,1277.01,1285.09,1,1285.09,NA,NA,NA,NA,NA,1.17887349784423,1253.3
"AAPL",2011-10-31,402.42,409.33,401.05,404.78,4,1619.12,NA,NA,NA,NA,NA,1.89140694360077,1586.04
"AMZN",2011-10-31,215.79,218.89,213.04,213.51,12,2562.12,NA,NA,NA,NA,NA,1.59454817027633,2545.26
"GOOGL",2011-10-31,595.09,599.69,591.67,592.64,1,592.64,NA,NA,NA,NA,NA,0.945576386118867,578.65
"NFLX",2011-10-31,83.64,84.09,81.45,82.08,2,164.16,NA,NA,NA,NA,NA,1.53477935676889,160.18
"SP500",2011-10-31,1284.96,1284.96,1253.16,1253.3,1,1253.3,NA,NA,NA,NA,NA,1.1497110356848,1218.28
"AAPL",2011-11-01,397.41,399.5,393.22,396.51,4,1586.04,NA,NA,NA,NA,NA,1.85276388953787,1589.64
"AMZN",2011-11-01,208.11,216.21,207.43,212.105,12,2545.26,NA,NA,NA,NA,NA,1.58405526512323,2587.44
"GOOGL",2011-11-01,580.1,585.51,576.75,578.65,1,578.65,NA,NA,NA,NA,NA,0.923254886318309,584.82
"NFLX",2011-11-01,80.1099,81,78.74,80.09,2,160.18,NA,NA,NA,NA,NA,1.49756918474196,166.78
"SP500",2011-11-01,1251,1251,1215.42,1218.28,1,1218.28,NA,NA,NA,NA,NA,1.11758554261077,1237.9
"AAPL",2011-11-02,400.09,400.44,395.11,397.41,4,1589.64,NA,NA,NA,NA,NA,1.85696930049998,1612.28
"AMZN",2011-11-02,215.55,216.79,212.72,215.62,12,2587.44,NA,NA,NA,NA,NA,1.61030619865571,2619.48
"GOOGL",2011-11-02,584.9,587.96,580.48,584.82,1,584.82,NA,NA,NA,NA,NA,0.933099321898684,597.5
"NFLX",2011-11-02,80.708,84.4,80.11,83.39,2,166.78,NA,NA,NA,NA,NA,1.55927449513837,184.58
"SP500",2011-11-02,1219.62,1242.48,1219.62,1237.9,1,1237.9,NA,NA,NA,NA,NA,1.13558389138611,1261.15
"AAPL",2011-11-03,399.07,403.4,395.36,403.07,4,1612.28,NA,NA,NA,NA,NA,1.88341666277277,1600.96
"AMZN",2011-11-03,216.305,218.5,213.02,218.29,12,2619.48,NA,NA,NA,NA,NA,1.63024645257655,2597.76
"GOOGL",2011-11-03,587,597.5,583.72,597.5,1,597.5,NA,NA,NA,NA,NA,0.953330674112485,596.14
"NFLX",2011-11-03,84.13,92.6,81.8,92.29,2,184.58,NA,NA,NA,NA,NA,1.7256918474196,180.04
"SP500",2011-11-03,1238.25,1263.21,1234.81,1261.15,1,1261.15,NA,NA,NA,NA,NA,1.156912209889,1253.23
"AAPL",2011-11-04,402.03,403.44,399.16,400.24,4,1600.96,NA,NA,NA,NA,NA,1.87019298163637,1598.92
"AMZN",2011-11-04,217.65,218.23,214.3308,216.48,12,2597.76,NA,NA,NA,NA,NA,1.6167289021658,2604
"GOOGL",2011-11-04,593.5,599.74,592.43,596.14,1,596.14,NA,NA,NA,NA,NA,0.951160749900279,608.33
"NFLX",2011-11-04,91.47,92.89,87.75,90.02,2,180.04,NA,NA,NA,NA,NA,1.68324607329843,181.66
"SP500",2011-11-04,1260.82,1260.82,1238.92,1253.23,1,1253.23,NA,NA,NA,NA,NA,1.14964682139253,1261.12
"AAPL",2011-11-07,399.91,400,396.13,399.73,4,1598.92,NA,NA,NA,NA,NA,1.86780991542451,1624.92
"AMZN",2011-11-07,216.84,220.2,214,217,12,2604,NA,NA,NA,NA,NA,1.62061239731143,2615.88
"GOOGL",2011-11-07,593.32,608.78,592.23,608.33,1,608.33,NA,NA,NA,NA,NA,0.970610291184683,612.34
"NFLX",2011-11-07,91,93.84,89.98,90.83,2,181.66,NA,NA,NA,NA,NA,1.69839192221391,180.94
"SP500",2011-11-07,1253.21,1261.7,1240.75,1261.12,1,1261.12,NA,NA,NA,NA,NA,1.15688468947803,1275.92
"AAPL",2011-11-08,402.21,408,401.56,406.23,4,1624.92,NA,NA,NA,NA,NA,1.8981823279286,1581.12
"AMZN",2011-11-08,219.2,219.35,215.21,217.99,12,2615.88,NA,NA,NA,NA,NA,1.62800597460792,2534.64
"GOOGL",2011-11-08,609,614.37,603.6,612.34,1,612.34,NA,NA,NA,NA,NA,0.977008376545672,600.95
"NFLX",2011-11-08,91.23,92.6,89.655,90.47,2,180.94,NA,NA,NA,NA,NA,1.69166043380703,176.1
"SP500",2011-11-08,1261.12,1277.55,1254.99,1275.92,1,1275.92,NA,NA,NA,NA,NA,1.17046142555729,1229.1
"AAPL",2011-11-09,396.97,400.89,394.23,395.28,4,1581.12,NA,NA,NA,NA,NA,1.84701649455633,1540.88
"AMZN",2011-11-09,214.95,215.7,210.6,211.22,12,2534.64,NA,NA,NA,NA,NA,1.57744585511576,2529.48
"GOOGL",2011-11-09,604.26,609.39,598.66,600.95,1,600.95,NA,NA,NA,NA,NA,0.958835261268448,595.08
"NFLX",2011-11-09,89,90.44,88,88.05,2,176.1,NA,NA,NA,NA,NA,1.64640987284966,170.24
"SP500",2011-11-09,1275.18,1275.18,1226.64,1229.1,1,1229.1,NA,NA,NA,NA,NA,1.12751123750115,1239.69
"AAPL",2011-11-10,397.03,397.21,382.15,385.22,4,1540.88,NA,NA,NA,NA,NA,1.80000934535769,1538.48
"AMZN",2011-11-10,213.5,214.0592,208.1,210.79,12,2529.48,NA,NA,NA,NA,NA,1.57423450336072,2608.68
"GOOGL",2011-11-10,605.935,605.9473,591.56,595.08,1,595.08,NA,NA,NA,NA,NA,0.949469485440766,608.35
"NFLX",2011-11-10,89.29,90.3,84.84,85.12,2,170.24,NA,NA,NA,NA,NA,1.59162303664921,175.5
"SP500",2011-11-10,1229.59,1246.22,1227.7,1239.69,1,1239.69,NA,NA,NA,NA,NA,1.13722594257408,1263.85
"AAPL",2011-11-11,386.61,388.7,380.26,384.62,4,1538.48,NA,NA,NA,NA,NA,1.79720573804962,1517.04
"AMZN",2011-11-11,212.52,217.88,210.31,217.39,12,2608.68,NA,NA,NA,NA,NA,1.62352501867065,2627.16
"GOOGL",2011-11-11,601.3,612.09,598.6,608.35,1,608.35,NA,NA,NA,NA,NA,0.970642201834862,613
"NFLX",2011-11-11,85.9,87.95,83.7,87.75,2,175.5,NA,NA,NA,NA,NA,1.64080029917726,171.44
"SP500",2011-11-11,1240.12,1266.98,1240.12,1263.85,1,1263.85,NA,NA,NA,NA,NA,1.15938904687643,1251.78
"AAPL",2011-11-14,383.5201,385.25,378.2,379.26,4,1517.04,NA,NA,NA,NA,NA,1.77216017943087,1555.32
"AMZN",2011-11-14,215.65,222.35,214.25,218.93,12,2627.16,NA,NA,NA,NA,NA,1.63502613890963,2613.96
"GOOGL",2011-11-14,608,618.08,607.78,613,1,613,NA,NA,NA,NA,NA,0.978061428001596,616.56
"NFLX",2011-11-14,87.99,88.1,85.45,85.72,2,171.44,NA,NA,NA,NA,NA,1.60284218399402,172.56
"SP500",2011-11-14,1263.85,1263.85,1246.68,1251.78,1,1251.78,NA,NA,NA,NA,NA,1.14831666819558,1257.81
"AAPL",2011-11-15,380.8,389.5,379.45,388.83,4,1555.32,NA,NA,NA,NA,NA,1.81687771599458,1539.08
"AMZN",2011-11-15,218,220.3275,214.26,217.83,12,2613.96,NA,NA,NA,NA,NA,1.62681105302465,2543.88
"GOOGL",2011-11-15,612.8,618.08,610.5,616.56,1,616.56,NA,NA,NA,NA,NA,0.983741523733546,611.47
"NFLX",2011-11-15,85.15,87.05,84.5,86.28,2,172.56,NA,NA,NA,NA,NA,1.6133133881825,162.36
"SP500",2011-11-15,1251.7,1264.25,1244.34,1257.81,1,1257.81,NA,NA,NA,NA,NA,1.15384827080084,1236.91
"AAPL",2011-11-16,389.25,391.14,384.32,384.77,4,1539.08,NA,NA,NA,NA,NA,1.79790663987664,1509.64
"AMZN",2011-11-16,216.2701,216.97,211.23,211.99,12,2543.88,NA,NA,NA,NA,NA,1.58319641523525,2454.24
"GOOGL",2011-11-16,612.08,618.3,610.61,611.47,1,611.47,NA,NA,NA,NA,NA,0.975620263262864,600.87
"NFLX",2011-11-16,86.46,86.46,80.89,81.18,2,162.36,NA,NA,NA,NA,NA,1.51795063575168,152.92
"SP500",2011-11-16,1257.81,1259.61,1235.67,1236.91,1,1236.91,NA,NA,NA,NA,NA,1.13467571782405,1216.13
"AAPL",2011-11-17,383.98,384.58,375.5,377.41,4,1509.64,NA,NA,NA,NA,NA,1.76351572356432,1499.76
"AMZN",2011-11-17,212.51,212.9,202.1,204.52,12,2454.24,NA,NA,NA,NA,NA,1.52740851381628,2365.68
"GOOGL",2011-11-17,610.05,612.29,596.78,600.87,1,600.87,NA,NA,NA,NA,NA,0.95870761866773,594.88
"NFLX",2011-11-17,80.77,81,75.79,76.46,2,152.92,NA,NA,NA,NA,NA,1.42969334330591,156.12
"SP500",2011-11-17,1236.56,1237.73,1209.43,1216.13,1,1216.13,NA,NA,NA,NA,NA,1.11561324649115,1215.65
"AAPL",2011-11-18,378.92,379.99,374.88,374.94,4,1499.76,NA,NA,NA,NA,NA,1.75197420681277,1476.04
"AMZN",2011-11-18,205.33,205.34,197.11,197.14,12,2365.68,NA,NA,NA,NA,NA,1.4722927557879,2271
"GOOGL",2011-11-18,602,604.5,593.75,594.88,1,594.88,NA,NA,NA,NA,NA,0.949150378938971,580.94
"NFLX",2011-11-18,76.7,79,76.04,78.06,2,156.12,NA,NA,NA,NA,NA,1.45961106955871,148.94
"SP500",2011-11-18,1216.19,1223.51,1211.36,1215.65,1,1215.65,NA,NA,NA,NA,NA,1.1151729199156,1192.98
"AAPL",2011-11-21,370.4,371.68,365.91,369.01,4,1476.04,NA,NA,NA,NA,NA,1.72426522125134,1506.04
"AMZN",2011-11-21,193.29,193.36,185.05,189.25,12,2271,NA,NA,NA,NA,NA,1.41336818521285,2308.08
"GOOGL",2011-11-21,587.76,588.5,572.09,580.94,1,580.94,NA,NA,NA,NA,NA,0.926908655763861,580
"NFLX",2011-11-21,77,79.98,73.26,74.47,2,148.94,NA,NA,NA,NA,NA,1.39248317127898,140.9
"SP500",2011-11-21,1215.62,1215.62,1183.16,1192.98,1,1192.98,NA,NA,NA,NA,NA,1.0943766626915,1188.04
"AAPL",2011-11-22,371.02,377.93,370.94,376.51,4,1506.04,NA,NA,NA,NA,NA,1.75931031260221,1467.96
"AMZN",2011-11-22,186.95,194.04,183.58,192.34,12,2308.08,NA,NA,NA,NA,NA,1.43644510828977,2267.88
"GOOGL",2011-11-22,580,584.97,575.24,580,1,580,NA,NA,NA,NA,NA,0.925408855205425,570.11
"NFLX",2011-11-22,69.21,74.2,69,70.45,2,140.9,NA,NA,NA,NA,NA,1.31731488406881,137
"SP500",2011-11-22,1192.98,1196.81,1181.65,1188.04,1,1188.04,NA,NA,NA,NA,NA,1.08984496835153,1161.79
"AAPL",2011-11-23,374.51,375.84,366.88,366.99,4,1467.96,NA,NA,NA,NA,NA,1.71482640998084,1454.28
"AMZN",2011-11-23,193.06,194.6,187.89,188.99,12,2267.88,NA,NA,NA,NA,NA,1.41142643764003,2188.788
"GOOGL",2011-11-23,575.35,580.25,570.11,570.11,1,570.11,NA,NA,NA,NA,NA,0.909629038691663,563
"NFLX",2011-11-23,69.65,70.776,68.42,68.5,2,137,NA,NA,NA,NA,NA,1.2808526551982,127.716
"SP500",2011-11-23,1187.48,1187.48,1161.79,1161.79,1,1161.79,NA,NA,NA,NA,NA,1.06576460875149,1158.67
"AAPL",2011-11-25,368.42,371.15,363.32,363.57,4,1454.28,NA,NA,NA,NA,NA,1.69884584832484,1504.48
"AMZN",2011-11-25,190.41,190.83,181.51,182.399,12,2188.788,NA,NA,NA,NA,NA,1.36220313666916,2329.8
"GOOGL",2011-11-25,565.19,574.27,561.33,563,1,563,NA,NA,NA,NA,NA,0.898284802552852,588.19
"NFLX",2011-11-25,68.17,69.62,62.9,63.858,2,127.716,NA,NA,NA,NA,NA,1.19405385190725,139.9
"SP500",2011-11-25,1161.41,1172.66,1158.66,1158.67,1,1158.67,NA,NA,NA,NA,NA,1.06290248601046,1192.55
"AAPL",2011-11-28,372.35,376.72,370.33,376.12,4,1504.48,NA,NA,NA,NA,NA,1.75748796785197,1492.8
"AMZN",2011-11-28,191.65,194.6197,190.54,194.15,12,2329.8,NA,NA,NA,NA,NA,1.44996265870052,2260.68
"GOOGL",2011-11-28,579.37,588.82,576.5,588.19,1,588.19,NA,NA,NA,NA,NA,0.938476266453929,582.93
"NFLX",2011-11-28,67.2,70.76,66.81,69.95,2,139.9,NA,NA,NA,NA,NA,1.30796559461481,135.14
"SP500",2011-11-28,1158.67,1197.35,1158.67,1192.55,1,1192.55,NA,NA,NA,NA,NA,1.09398220346757,1195.19
"AAPL",2011-11-29,375.84,378.83,370.2,373.2,4,1492.8,NA,NA,NA,NA,NA,1.74384374561936,1528.8
"AMZN",2011-11-29,194.78,195.5,187.3,188.39,12,2260.68,NA,NA,NA,NA,NA,1.40694548170276,2307.48
"GOOGL",2011-11-29,587.88,590.36,581.33,582.93,1,582.93,NA,NA,NA,NA,NA,0.930083765456721,599.39
"NFLX",2011-11-29,69.33,69.39,65.65,67.57,2,135.14,NA,NA,NA,NA,NA,1.26346297681376,129.06
"SP500",2011-11-29,1192.56,1203.67,1191.8,1195.19,1,1195.19,NA,NA,NA,NA,NA,1.09640399963306,1246.96
"AAPL",2011-11-30,381.29,382.276,378.3,382.2,4,1528.8,NA,NA,NA,NA,NA,1.78589785524041,1551.72
"AMZN",2011-11-30,194.76,195.3,188.75,192.29,12,2307.48,NA,NA,NA,NA,NA,1.436071695295,2365.56
"GOOGL",2011-11-30,597.95,599.51,592.09,599.39,1,599.39,NA,NA,NA,NA,NA,0.956346230554448,613.77
"NFLX",2011-11-30,69.03,69.32,62.37,64.53,2,129.06,NA,NA,NA,NA,NA,1.20661929693343,134.34
"SP500",2011-11-30,1196.72,1247.11,1196.72,1246.96,1,1246.96,NA,NA,NA,NA,NA,1.1438950554995,1244.58
"AAPL",2011-12-01,382.54,389,380.75,387.93,4,1551.72,NA,NA,NA,NA,NA,1.81267230503248,1558.8
"AMZN",2011-12-01,191.85,198.075,191.59,197.13,12,2365.56,NA,NA,NA,NA,NA,1.47221807318895,2352.36
"GOOGL",2011-12-01,600,616,599,613.77,1,613.77,NA,NA,NA,NA,NA,0.979289988033506,620.36
"NFLX",2011-12-01,64.42,68.44,64,67.17,2,134.34,NA,NA,NA,NA,NA,1.25598354525056,132.74
"SP500",2011-12-01,1246.91,1251.09,1239.73,1244.58,1,1244.58,NA,NA,NA,NA,NA,1.14171176956243,1244.28
"AAPL",2011-12-02,389.83,393.6299,388.58,389.7,4,1558.8,NA,NA,NA,NA,NA,1.82094294659128,1572.04
"AMZN",2011-12-02,197.07,199.66,195.18,196.03,12,2352.36,NA,NA,NA,NA,NA,1.46400298730396,2354.88
"GOOGL",2011-12-02,617.05,624,616.26,620.36,1,620.36,NA,NA,NA,NA,NA,0.989804547267651,625.65
"NFLX",2011-12-02,66.22,67.89,65.11,66.37,2,132.74,NA,NA,NA,NA,NA,1.24102468212416,140.24
"SP500",2011-12-02,1246.03,1260.08,1243.35,1244.28,1,1244.28,NA,NA,NA,NA,NA,1.14143656545271,1257.08
"AAPL",2011-12-05,393.49,396.41,390.388,393.01,4,1572.04,NA,NA,NA,NA,NA,1.83640951357413,1563.8
"AMZN",2011-12-05,198.86,199,193.6677,196.24,12,2354.88,NA,NA,NA,NA,NA,1.465571321882,2303.88
"GOOGL",2011-12-05,627.64,631.9,622.4,625.65,1,625.65,NA,NA,NA,NA,NA,0.998244914240128,623.77
"NFLX",2011-12-05,66.95,71.91,65.3,70.12,2,140.24,NA,NA,NA,NA,NA,1.31114435302917,136.28
"SP500",2011-12-05,1244.33,1266.73,1244.33,1257.08,1,1257.08,NA,NA,NA,NA,NA,1.1531786074672,1258.47
"AAPL",2011-12-06,392.51,394.63,389.38,390.95,4,1563.8,NA,NA,NA,NA,NA,1.82678379514976,1556.36
"AMZN",2011-12-06,195.98,198.32,190.11,191.99,12,2303.88,NA,NA,NA,NA,NA,1.43383121732636,2343.84
"GOOGL",2011-12-06,622.99,628.62,620.24,623.77,1,623.77,NA,NA,NA,NA,NA,0.995245313123255,623.39
"NFLX",2011-12-06,70.08,70.77,66.81,68.14,2,136.28,NA,NA,NA,NA,NA,1.27412116679132,143.92
"SP500",2011-12-06,1257.19,1266.03,1253.03,1258.47,1,1258.47,NA,NA,NA,NA,NA,1.15445371984222,1261.01
"AAPL",2011-12-07,389.93,390.94,386.7625,389.09,4,1556.36,NA,NA,NA,NA,NA,1.81809261249474,1562.64
"AMZN",2011-12-07,191.03,196.71,189.12,195.32,12,2343.84,NA,NA,NA,NA,NA,1.45870052277819,2285.76
"GOOGL",2011-12-07,621.68,625.66,618.1,623.39,1,623.39,NA,NA,NA,NA,NA,0.994639010769844,616.05
"NFLX",2011-12-07,68.3,72.77,67.5,71.96,2,143.92,NA,NA,NA,NA,NA,1.3455497382199,138.84
"SP500",2011-12-07,1258.14,1267.06,1244.8,1261.01,1,1261.01,NA,NA,NA,NA,NA,1.15678378130447,1234.35
"AAPL",2011-12-08,391.45,395.5,390.23,390.66,4,1562.64,NA,NA,NA,NA,NA,1.82542871828419,1574.48
"AMZN",2011-12-08,193.57,195.89,190.08,190.48,12,2285.76,NA,NA,NA,NA,NA,1.42255414488424,2316.36
"GOOGL",2011-12-08,621.04,627.45,615.3,616.05,1,616.05,NA,NA,NA,NA,NA,0.982927802153969,627.42
"NFLX",2011-12-08,71.53,72.95,69.09,69.42,2,138.84,NA,NA,NA,NA,NA,1.29805534779357,141.78
"SP500",2011-12-08,1260.87,1260.87,1231.47,1234.35,1,1234.35,NA,NA,NA,NA,NA,1.13232730942115,1255.19
"AAPL",2011-12-09,392.85,394.04,391.03,393.62,4,1574.48,NA,NA,NA,NA,NA,1.83925984767067,1567.36
"AMZN",2011-12-09,191.21,193.95,188.4,193.03,12,2316.36,NA,NA,NA,NA,NA,1.44159820761763,2274.24
"GOOGL",2011-12-09,618,629.13,617.01,627.42,1,627.42,NA,NA,NA,NA,NA,1.00106900678101,625.39
"NFLX",2011-12-09,69.54,71.68,69.53,70.89,2,141.78,NA,NA,NA,NA,NA,1.32554225878833,150.52
"SP500",2011-12-09,1234.48,1258.25,1234.48,1255.19,1,1255.19,NA,NA,NA,NA,NA,1.151444821576,1236.47
"AAPL",2011-12-12,391.68,393.9,389.45,391.84,4,1567.36,NA,NA,NA,NA,NA,1.8309424793234,1555.24
"AMZN",2011-12-12,190.03,191.15,187.63,189.52,12,2274.24,NA,NA,NA,NA,NA,1.41538461538462,2166.12
"GOOGL",2011-12-12,621.88,626.18,620.29,625.39,1,625.39,NA,NA,NA,NA,NA,0.997830075787794,625.63
"NFLX",2011-12-12,69.74,76.83,69.52,75.26,2,150.52,NA,NA,NA,NA,NA,1.40725504861631,144.22
"SP500",2011-12-12,1255.05,1255.05,1227.25,1236.47,1,1236.47,NA,NA,NA,NA,NA,1.1342720851298,1225.73
"AAPL",2011-12-13,393,395.4,387.1,388.81,4,1555.24,NA,NA,NA,NA,NA,1.81678426241764,1520.76
"AMZN",2011-12-13,188.56,189.68,178.5,180.51,12,2166.12,NA,NA,NA,NA,NA,1.34809559372666,2162.52
"GOOGL",2011-12-13,628.76,636.5599,622.85,625.63,1,625.63,NA,NA,NA,NA,NA,0.998213003589948,618.07
"NFLX",2011-12-13,75.45,77.59,71.6,72.11,2,144.22,NA,NA,NA,NA,NA,1.3483545250561,142.08
"SP500",2011-12-13,1236.83,1249.86,1219.43,1225.73,1,1225.73,NA,NA,NA,NA,NA,1.12441977800202,1211.82
"AAPL",2011-12-14,386.7,387.38,377.68,380.19,4,1520.76,NA,NA,NA,NA,NA,1.77650577075838,1515.76
"AMZN",2011-12-14,179,180.75,170.25,180.21,12,2162.52,NA,NA,NA,NA,NA,1.34585511575803,2175.12
"GOOGL",2011-12-14,621.848,624.32,612.49,618.07,1,618.07,NA,NA,NA,NA,NA,0.986150777822098,619.54
"NFLX",2011-12-14,69.58,71.65,68.92,71.04,2,142.08,NA,NA,NA,NA,NA,1.32834704562453,139.44
"SP500",2011-12-14,1225.73,1225.73,1209.47,1211.82,1,1211.82,NA,NA,NA,NA,NA,1.11165948078158,1215.75
"AAPL",2011-12-15,383.33,383.74,378.31,378.94,4,1515.76,NA,NA,NA,NA,NA,1.7706649221999,1524.08
"AMZN",2011-12-15,182.05,184.799,179.53,181.26,12,2175.12,NA,NA,NA,NA,NA,1.35369678864824,2175.12
"GOOGL",2011-12-15,622.52,624,618.69,619.54,1,619.54,NA,NA,NA,NA,NA,0.988496210610291,625.96
"NFLX",2011-12-15,71.6,71.96,69.4,69.72,2,139.44,NA,NA,NA,NA,NA,1.30366492146597,139.64
"SP500",2011-12-15,1212.12,1225.6,1212.12,1215.75,1,1215.75,NA,NA,NA,NA,NA,1.11526465461884,1219.66
"AAPL",2011-12-16,380.36,384.15,379.57,381.02,4,1524.08,NA,NA,NA,NA,NA,1.78038409420121,1528.84
"AMZN",2011-12-16,182.42,184.41,180.31,181.26,12,2175.12,NA,NA,NA,NA,NA,1.35369678864824,2151.96
"GOOGL",2011-12-16,624.32,629.32,621.47,625.96,1,625.96,NA,NA,NA,NA,NA,0.99873952931791,621.83
"NFLX",2011-12-16,70.19,70.85,69.16,69.82,2,139.64,NA,NA,NA,NA,NA,1.30553477935677,134.3
"SP500",2011-12-16,1216.09,1231.04,1215.2,1219.66,1,1219.66,NA,NA,NA,NA,NA,1.11885148151546,1205.35
"AAPL",2011-12-19,382.47,384.85,380.48,382.21,4,1528.84,NA,NA,NA,NA,NA,1.78594458202888,1583.8
"AMZN",2011-12-19,182,183.17,179,179.33,12,2151.96,NA,NA,NA,NA,NA,1.33928304705004,2190.24
"GOOGL",2011-12-19,628.01,628.5,620,621.83,1,621.83,NA,NA,NA,NA,NA,0.992149980055844,630.37
"NFLX",2011-12-19,69.79,69.79,66.93,67.15,2,134.3,NA,NA,NA,NA,NA,1.2556095736724,142.8
"SP500",2011-12-19,1219.74,1224.57,1202.37,1205.35,1,1205.35,NA,NA,NA,NA,NA,1.10572424548207,1241.3
"AAPL",2011-12-20,387.76,396.1,387.26,395.95,4,1583.8,NA,NA,NA,NA,NA,1.85014718938367,1585.78
"AMZN",2011-12-20,182.69,183.17,180.54,182.52,12,2190.24,NA,NA,NA,NA,NA,1.3631067961165,2092.2
"GOOGL",2011-12-20,628,631.84,627.99,630.37,1,630.37,NA,NA,NA,NA,NA,1.00577582768249,625.82
"NFLX",2011-12-20,68.65,71.59,68.22,71.4,2,142.8,NA,NA,NA,NA,NA,1.33507853403141,141.94
"SP500",2011-12-20,1205.72,1242.82,1205.72,1241.3,1,1241.3,NA,NA,NA,NA,NA,1.13870287129621,1243.72
"AAPL",2011-12-21,396.69,397.3,392.01,396.445,4,1585.78,NA,NA,NA,NA,NA,1.85246016541283,1594.2
"AMZN",2011-12-21,181.92,183.5,172.49,174.35,12,2092.2,NA,NA,NA,NA,NA,1.30209111277072,2148.36
"GOOGL",2011-12-21,630.01,631.82,618.96,625.82,1,625.82,NA,NA,NA,NA,NA,0.998516154766653,629.7
"NFLX",2011-12-21,71.29,72.41,70.19,70.97,2,141.94,NA,NA,NA,NA,NA,1.32703814510097,147.68
