"symbol","date","open","high","low","close","split_coefficient","price","qtr","eps_est","eps","release_time","Beat_Miss","Close","price2"
"GOOGL",2018-03-28,1001.91,1024.99,984,1005.18,1,1005.18,NA,NA,NA,NA,NA,1.60379736737136,1037.14
"NFLX",2018-03-28,298.39,298.8,281.61,285.77,14,4000.78,NA,NA,NA,NA,NA,37.4044502617801,4134.9
"SP500",2018-03-28,2611.3,2632.65,2593.06,2605,1,2605,NA,NA,NA,NA,NA,2.38968901935602,2640.87
"AAPL",2018-03-29,167.805,171.75,166.9,167.78,28,4697.84,NA,NA,NA,NA,NA,5.4878743983926,4667.04
"AMZN",2018-03-29,1406,1455.47,1365.2,1447.34,12,17368.08,NA,NA,NA,NA,NA,10.8091112770724,16463.88
"FB",2018-03-29,155.15,161.42,154.14,159.79,1,159.79,NA,NA,NA,NA,NA,4.17950501938177,155.39
"GOOGL",2018-03-29,1011.21,1048.05,1004.04,1037.14,1,1037.14,NA,NA,NA,NA,NA,1.6547905863582,1012.63
"NFLX",2018-03-29,287,295.35,275.9,295.35,14,4134.9,NA,NA,NA,NA,NA,38.6583769633508,3924.06
"SP500",2018-03-29,2614.41,2659.07,2609.72,2640.87,1,2640.87,NA,NA,NA,NA,NA,2.42259425740758,2581.88
"AAPL",2018-04-02,167.88,168.94,164.47,166.68,28,4667.04,NA,NA,NA,NA,NA,5.45189477127237,4714.92
"AMZN",2018-04-02,1417.62,1421.36,1355,1371.99,12,16463.88,NA,NA,NA,NA,NA,10.2463778939507,16704.6
"FB",2018-04-02,157.81,159.2,154.111,155.39,1,155.39,NA,NA,NA,NA,NA,4.06441757908338,156.11
"GOOGL",2018-04-02,1027.62,1039.53,994.25,1012.63,1,1012.63,NA,NA,NA,NA,NA,1.61568408456322,1018.68
"NFLX",2018-04-02,291.94,292.87,275.05,280.29,14,3924.06,NA,NA,NA,NA,NA,36.6871727748691,3971.38
"SP500",2018-04-02,2633.45,2638.3,2553.8,2581.88,1,2581.88,NA,NA,NA,NA,NA,2.36847995596734,2614.45
"AAPL",2018-04-03,167.64,168.7455,164.88,168.39,28,4714.92,NA,NA,NA,NA,NA,5.50782673706836,4805.08
"AMZN",2018-04-03,1391.38,1414,1355.33,1392.05,12,16704.6,NA,NA,NA,NA,NA,10.3961911874533,16926.84
"FB",2018-04-03,156.55,157.39,150.81,156.11,1,156.11,NA,NA,NA,NA,NA,4.08325006931403,155.1
"GOOGL",2018-04-03,1016.15,1025,997.245,1018.68,1,1018.68,NA,NA,NA,NA,NA,1.62533705624252,1029.71
"NFLX",2018-04-03,285.45,291.25,278.01,283.67,14,3971.38,NA,NA,NA,NA,NA,37.1295811518325,4045.16
"SP500",2018-04-03,2592.17,2619.14,2575.49,2614.45,1,2614.45,NA,NA,NA,NA,NA,2.39835794881204,2644.69
"AAPL",2018-04-04,164.88,172.01,164.77,171.61,28,4805.08,NA,NA,NA,NA,NA,5.61314891827485,4838.4
"AMZN",2018-04-04,1358.24,1415.39,1352.88,1410.57,12,16926.84,NA,NA,NA,NA,NA,10.534503360717,17421
"FB",2018-04-04,152.025,155.56,150.51,155.1,1,155.1,NA,NA,NA,NA,NA,4.05683227051826,159.34
"GOOGL",2018-04-04,998.23,1032.74,996.51,1029.71,1,1029.71,NA,NA,NA,NA,NA,1.64293577981651,1032.64
"NFLX",2018-04-04,273.63,290.31,271.2239,288.94,14,4045.16,NA,NA,NA,NA,NA,37.8193717277487,4115.58
"SP500",2018-04-04,2584.04,2649.86,2573.61,2644.69,1,2644.69,NA,NA,NA,NA,NA,2.42609852307128,2662.84
"AAPL",2018-04-05,172.58,174.2304,172.08,172.8,28,4838.4,NA,NA,NA,NA,NA,5.65207233306855,4714.64
"AMZN",2018-04-05,1441.99,1459.56,1427.07,1451.75,12,17421,NA,NA,NA,NA,NA,10.8420463032114,16862.76
"FB",2018-04-05,161.56,161.575,156.65,159.34,1,159.34,NA,NA,NA,NA,NA,4.16773471298762,157.2
"GOOGL",2018-04-05,1046.39,1046.71,1024,1032.64,1,1032.64,NA,NA,NA,NA,NA,1.64761069006781,1009.95
"NFLX",2018-04-05,293.15,299.16,289.11,293.97,14,4115.58,NA,NA,NA,NA,NA,38.4777486910995,4043.9
"SP500",2018-04-05,2657.36,2672.08,2649.58,2662.84,1,2662.84,NA,NA,NA,NA,NA,2.44274837170902,2604.47
"AAPL",2018-04-06,170.97,172.48,168.2,168.38,28,4714.64,NA,NA,NA,NA,NA,5.50749964954909,4761.4
"AMZN",2018-04-06,1429.97,1452.5,1400.26,1405.23,12,16862.76,NA,NA,NA,NA,NA,10.4946228528753,16872.96
"FB",2018-04-06,157.73,161.42,156.81,157.2,1,157.2,NA,NA,NA,NA,NA,4.11176036702431,157.93
"GOOGL",2018-04-06,1023.1,1036,1006.25,1009.95,1,1009.95,NA,NA,NA,NA,NA,1.61140805743917,1020.09
"NFLX",2018-04-06,289.1,298.85,285.65,288.85,14,4043.9,NA,NA,NA,NA,NA,37.8075916230367,4059.02
"SP500",2018-04-06,2645.82,2656.88,2586.27,2604.47,1,2604.47,NA,NA,NA,NA,NA,2.38920282542886,2613.16
"AAPL",2018-04-09,169.88,173.09,169.845,170.05,28,4761.4,NA,NA,NA,NA,NA,5.56212326526798,4851
"AMZN",2018-04-09,1425.03,1438.48,1402.57,1406.08,12,16872.96,NA,NA,NA,NA,NA,10.5009708737864,17234.64
"FB",2018-04-09,157.82,160.53,156.04,157.93,1,157.93,NA,NA,NA,NA,NA,4.13085441961927,165.04
"GOOGL",2018-04-09,1020.04,1044.59,1019.2,1020.09,1,1020.09,NA,NA,NA,NA,NA,1.62758675708018,1036.5
"NFLX",2018-04-09,291.77,299.55,289.12,289.93,14,4059.02,NA,NA,NA,NA,NA,37.9489528795812,4172.98
"SP500",2018-04-09,2617.18,2653.55,2610.79,2613.16,1,2613.16,NA,NA,NA,NA,NA,2.39717457114026,2656.87
"AAPL",2018-04-10,173,174,171.53,173.25,28,4851,NA,NA,NA,NA,NA,5.66679127143591,4828.32
"AMZN",2018-04-10,1431.99,1438.38,1415.7,1436.22,12,17234.64,NA,NA,NA,NA,NA,10.7260642270351,17124.6
"FB",2018-04-10,157.93,165.98,157.01,165.04,1,165.04,NA,NA,NA,NA,NA,4.3168252606469,166.32
"GOOGL",2018-04-10,1030.26,1041.21,1015.41,1036.5,1,1036.5,NA,NA,NA,NA,NA,1.65376944555245,1025.06
"NFLX",2018-04-10,297.68,298.95,291.69,298.07,14,4172.98,NA,NA,NA,NA,NA,39.0143979057592,4251.38
"SP500",2018-04-10,2638.41,2665.45,2635.78,2656.87,1,2656.87,NA,NA,NA,NA,NA,2.43727180992569,2642.19
"AAPL",2018-04-11,172.23,173.9232,171.7,172.44,28,4828.32,NA,NA,NA,NA,NA,5.64029718237466,4875.92
"AMZN",2018-04-11,1439.44,1448.78,1424.89,1427.05,12,17124.6,NA,NA,NA,NA,NA,10.6575802837939,17382
"FB",2018-04-11,165.36,168.65,163.25,166.32,1,166.32,NA,NA,NA,NA,NA,4.35030524327915,163.87
"GOOGL",2018-04-11,1032,1035.87,1019.2,1025.06,1,1025.06,NA,NA,NA,NA,NA,1.63551655364978,1037.29
"NFLX",2018-04-11,302.8847,311.64,301.82,303.67,14,4251.38,NA,NA,NA,NA,NA,39.7473821989529,4329.5
"SP500",2018-04-11,2643.89,2661.43,2639.25,2642.19,1,2642.19,NA,NA,NA,NA,NA,2.42380515549032,2663.99
"AAPL",2018-04-12,173.41,175,173.04,174.14,28,4875.92,NA,NA,NA,NA,NA,5.69590206065137,4892.44
"AMZN",2018-04-12,1439.5,1452.12,1435.06,1448.5,12,17382,NA,NA,NA,NA,NA,10.8177744585512,17169.48
"FB",2018-04-12,166.98,167.45,163.1,163.87,1,163.87,NA,NA,NA,NA,NA,4.2862224640221,164.52
"GOOGL",2018-04-12,1031.47,1044.65,1026.05,1037.29,1,1037.29,NA,NA,NA,NA,NA,1.65502991623454,1036.04
"NFLX",2018-04-12,309.7187,311.13,306.75,309.25,14,4329.5,NA,NA,NA,NA,NA,40.4777486910995,4363.1
"SP500",2018-04-12,2653.83,2674.72,2653.83,2663.99,1,2663.99,NA,NA,NA,NA,NA,2.44380332079626,2656.3
"AAPL",2018-04-13,174.78,175.84,173.85,174.73,28,4892.44,NA,NA,NA,NA,NA,5.71520022428858,4922.96
"AMZN",2018-04-13,1449.14,1459.78,1424.52,1430.79,12,17169.48,NA,NA,NA,NA,NA,10.6855115758028,17298
"FB",2018-04-13,164.58,165.7036,163.77,164.52,1,164.52,NA,NA,NA,NA,NA,4.30322401770254,164.83
"GOOGL",2018-04-13,1046.89,1052.98,1030.15,1036.04,1,1036.04,NA,NA,NA,NA,NA,1.65303550059832,1046.1
"NFLX",2018-04-13,317.29,317.49,308.23,311.65,14,4363.1,NA,NA,NA,NA,NA,40.7918848167539,4308.92
"SP500",2018-04-13,2676.9,2680.26,2645.05,2656.3,1,2656.3,NA,NA,NA,NA,NA,2.43674892211724,2677.84
"AAPL",2018-04-16,175.0301,176.19,174.8301,175.82,28,4922.96,NA,NA,NA,NA,NA,5.75085276388954,4990.72
"AMZN",2018-04-16,1445,1447,1427.48,1441.5,12,17298,NA,NA,NA,NA,NA,10.765496639283,18045.96
"FB",2018-04-16,165.7249,165.78,163.39,164.83,1,164.83,NA,NA,NA,NA,NA,4.31133245099629,168.66
"GOOGL",2018-04-16,1045.55,1051.43,1033.92,1046.1,1,1046.1,NA,NA,NA,NA,NA,1.66908655763861,1079.36
"NFLX",2018-04-16,315.99,316.1,304,307.78,14,4308.92,"03/2018",0.63,0.64,"post","Beat",40.2853403141361,4704.84
"SP500",2018-04-16,2670.1,2686.49,2665.16,2677.84,1,2677.84,NA,NA,NA,NA,NA,2.45650857719475,2706.39
"AAPL",2018-04-17,176.49,178.9365,176.41,178.24,28,4990.72,NA,NA,NA,NA,NA,5.83000794355404,4979.52
"AMZN",2018-04-17,1462.3,1507.19,1457.02,1503.83,12,18045.96,NA,NA,NA,NA,NA,11.2309932785661,18334.08
"FB",2018-04-17,165.83,169,165.66,168.66,1,168.66,NA,NA,NA,NA,NA,4.41151083652875,166.36
"GOOGL",2018-04-17,1061.2,1085,1057.09,1079.36,1,1079.36,NA,NA,NA,NA,NA,1.72215396888712,1075.39
"NFLX",2018-04-17,329.66,338.62,323.77,336.06,14,4704.84,NA,NA,NA,NA,NA,43.9869109947644,4683.28
"SP500",2018-04-17,2692.74,2713.34,2692.05,2706.39,1,2706.39,NA,NA,NA,NA,NA,2.48269883496927,2708.64
"AAPL",2018-04-18,177.81,178.82,176.88,177.84,28,4979.52,NA,NA,NA,NA,NA,5.81692444278305,4838.4
"AMZN",2018-04-18,1514.65,1533.8,1504.11,1527.84,12,18334.08,NA,NA,NA,NA,NA,11.4103061986557,18682.92
"FB",2018-04-18,166.88,168.12,165.77,166.36,1,166.36,NA,NA,NA,NA,NA,4.35135149273641,168.1
"GOOGL",2018-04-18,1079.01,1082,1070.52,1075.39,1,1075.39,NA,NA,NA,NA,NA,1.71581970482649,1089.45
"NFLX",2018-04-18,336.3,338.82,331.1,334.52,14,4683.28,NA,NA,NA,NA,NA,43.7853403141361,4657.8
"SP500",2018-04-18,2710.11,2717.49,2703.63,2708.64,1,2708.64,NA,NA,NA,NA,NA,2.48476286579213,2693.13
"AAPL",2018-04-19,174.95,175.39,172.66,172.8,28,4838.4,NA,NA,NA,NA,NA,5.65207233306855,4640.16
"AMZN",2018-04-19,1543.22,1568.52,1539.06,1556.91,12,18682.92,NA,NA,NA,NA,NA,11.6274085138163,18329.88
"FB",2018-04-19,166.2,168.33,165.2,168.1,1,168.1,NA,NA,NA,NA,NA,4.39686334412714,166.28
"GOOGL",2018-04-19,1069.02,1097.51,1069.02,1089.45,1,1089.45,NA,NA,NA,NA,NA,1.73825289190267,1077.32
"NFLX",2018-04-19,332.88,335.31,326.77,332.7,14,4657.8,NA,NA,NA,NA,NA,43.5471204188482,4588.78
"SP500",2018-04-19,2701.16,2702.84,2681.9,2693.13,1,2693.13,NA,NA,NA,NA,NA,2.47053481331988,2670.14
"AAPL",2018-04-20,170.595,171.2184,165.43,165.72,28,4640.16,NA,NA,NA,NA,NA,5.42049436942199,4626.72
"AMZN",2018-04-20,1561.2,1561.2,1516.09,1527.49,12,18329.88,NA,NA,NA,NA,NA,11.4076923076923,18214.32
"FB",2018-04-20,167.79,168.43,165.81,166.28,1,166.28,NA,NA,NA,NA,NA,4.3492589938219,165.84
"GOOGL",2018-04-20,1084.27,1094.75,1072.1,1077.32,1,1077.32,NA,NA,NA,NA,NA,1.71889908256881,1073.81
"NFLX",2018-04-20,332.22,336.51,326,327.77,14,4588.78,NA,NA,NA,NA,NA,42.901832460733,4461.66
"SP500",2018-04-20,2692.56,2693.94,2660.61,2670.14,1,2670.14,NA,NA,NA,NA,NA,2.44944500504541,2670.29
"AAPL",2018-04-23,166.8348,166.92,164.09,165.24,28,4626.72,NA,NA,NA,NA,NA,5.4047941684968,4562.32
"AMZN",2018-04-23,1546.69,1548,1503.41,1517.86,12,18214.32,NA,NA,NA,NA,NA,11.3357729648992,17521.08
"FB",2018-04-23,167.27,168.45,165.09,165.84,1,165.84,NA,NA,NA,NA,NA,4.33775024979206,159.69
"GOOGL",2018-04-23,1082.98,1088,1066.68,1073.81,1,1073.81,"03/2018",9.21,9.93,"post","Beat",1.71329876346231,1022.64
"NFLX",2018-04-23,329.1499,331.22,317.08,318.69,14,4461.66,NA,NA,NA,NA,NA,41.7133507853403,4298.28
"SP500",2018-04-23,2675.4,2682.86,2657.99,2670.29,1,2670.29,NA,NA,NA,NA,NA,2.44958260710027,2634.56
"AAPL",2018-04-24,165.67,166.33,161.2201,162.94,28,4562.32,NA,NA,NA,NA,NA,5.3295640390636,4582.2
"AMZN",2018-04-24,1535.8,1539.5,1448.45,1460.09,12,17521.08,NA,NA,NA,NA,NA,10.9043315907394,17522.04
"FB",2018-04-24,165.43,166.1,158.19,159.69,1,159.69,NA,NA,NA,NA,NA,4.17688939573863,159.69
"GOOGL",2018-04-24,1059.2,1064.49,1012.86,1022.64,1,1022.64,NA,NA,NA,NA,NA,1.63165536497806,1022.99
"NFLX",2018-04-24,319.2168,320.249,302.31,307.02,14,4298.28,NA,NA,NA,NA,NA,40.1858638743456,4280.64
"SP500",2018-04-24,2680.8,2683.55,2617.32,2634.56,1,2634.56,NA,NA,NA,NA,NA,2.41680579763324,2639.4
"AAPL",2018-04-25,162.62,165.42,162.41,163.65,28,4582.2,NA,NA,NA,NA,NA,5.35278725293211,4598.16
"AMZN",2018-04-25,1458,1469.99,1415.02,1460.17,12,17522.04,NA,NA,NA,NA,NA,10.904929051531,18215.52
"FB",2018-04-25,160.1448,161.06,156.19,159.69,1,159.69,"03/2018",1.36,1.69,"post","Beat",4.17688939573863,174.16
"GOOGL",2018-04-25,1029.75,1036.07,1017.01,1022.99,1,1022.99,NA,NA,NA,NA,NA,1.6322138013562,1043.31
"NFLX",2018-04-25,306.37,309.98,292.615,305.76,14,4280.64,NA,NA,NA,NA,NA,40.020942408377,4395.72
"SP500",2018-04-25,2634.92,2645.3,2612.67,2639.4,1,2639.4,NA,NA,NA,NA,NA,2.42124575726998,2666.94
"AAPL",2018-04-26,164.12,165.73,163.37,164.22,28,4598.16,NA,NA,NA,NA,NA,5.37143124153077,4544.96
"AMZN",2018-04-26,1485.01,1529.42,1478.5,1517.96,12,18215.52,"03/2018",1.22,3.27,"post","Beat",11.3365197908887,18871.44
"FB",2018-04-26,173.22,176.27,170.8,174.16,1,174.16,NA,NA,NA,NA,NA,4.55537013690174,173.59
"GOOGL",2018-04-26,1033.22,1052.02,1020.45,1043.31,1,1043.31,NA,NA,NA,NA,NA,1.66463502193857,1031.45
"NFLX",2018-04-26,310,316.63,305.58,313.98,14,4395.72,NA,NA,NA,NA,NA,41.0968586387435,4364.64
"SP500",2018-04-26,2651.65,2676.48,2647.16,2666.94,1,2666.94,NA,NA,NA,NA,NA,2.44650949454179,2669.91
"AAPL",2018-04-27,164,164.33,160.63,162.32,28,4544.96,NA,NA,NA,NA,NA,5.30928461286856,4627.28
"AMZN",2018-04-27,1634.01,1638.1,1567.39,1572.62,12,18871.44,NA,NA,NA,NA,NA,11.7447348767737,18793.56
"FB",2018-04-27,176.81,177.1,172.6,173.59,1,173.59,NA,NA,NA,NA,NA,4.54046108213581,172
"GOOGL",2018-04-27,1045.54,1051.69,1027.59,1031.45,1,1031.45,NA,NA,NA,NA,NA,1.64571200638213,1018.58
"NFLX",2018-04-27,316.25,317.45,306.5,311.76,14,4364.64,NA,NA,NA,NA,NA,40.8062827225131,4374.44
"SP500",2018-04-27,2675.47,2677.35,2659.01,2669.91,1,2669.91,NA,NA,NA,NA,NA,2.44923401522796,2648.05
"AAPL",2018-04-30,162.1302,167.26,161.84,165.26,28,4627.28,NA,NA,NA,NA,NA,5.40544834353535,4734.8
"AMZN",2018-04-30,1582.5,1596,1560.94,1566.13,12,18793.56,NA,NA,NA,NA,NA,11.6962658700523,18987.12
"FB",2018-04-30,173.79,175.72,171.71,172,1,172,NA,NA,NA,NA,NA,4.4988726662098,173.86
"GOOGL",2018-04-30,1034.42,1038.37,1018.3,1018.58,1,1018.58,NA,NA,NA,NA,NA,1.62517750299162,1040.75
"NFLX",2018-04-30,311.07,317.88,310.118,312.46,14,4374.44,NA,NA,NA,NA,NA,40.8979057591623,4386.2
"SP500",2018-04-30,2675.05,2682.92,2648.04,2648.05,1,2648.05,NA,NA,NA,NA,NA,2.42918080910008,2654.8
"AAPL",2018-05-01,166.4102,169.2,165.27,169.1,28,4734.8,"03/2018",2.69,2.73,"post","Beat",5.53104995093687,4943.96
"AMZN",2018-05-01,1563.22,1585,1552.18,1582.26,12,18987.12,NA,NA,NA,NA,NA,11.8167289021658,18836.16
"FB",2018-05-01,172,174.02,170.23,173.86,1,173.86,NA,NA,NA,NA,NA,4.54752326597231,176.07
"GOOGL",2018-05-01,1016.3,1041.73,1010.61,1040.75,1,1040.75,NA,NA,NA,NA,NA,1.6605504587156,1026.05
"NFLX",2018-05-01,310.36,313.48,306.69,313.3,14,4386.2,NA,NA,NA,NA,NA,41.0078534031414,4387.04
"SP500",2018-05-01,2643.64,2655.27,2625.41,2654.8,1,2654.8,NA,NA,NA,NA,NA,2.43537290156866,2635.67
"AAPL",2018-05-02,175.225,177.75,173.8,176.57,28,4943.96,NA,NA,NA,NA,NA,5.77538432783515,4952.92
"AMZN",2018-05-02,1580.98,1588.5,1566.36,1569.68,12,18836.16,NA,NA,NA,NA,NA,11.7227781926811,18864.96
"FB",2018-05-02,174.246,178.08,174.2,176.07,1,176.07,NA,NA,NA,NA,NA,4.60532854848582,174.02
"GOOGL",2018-05-02,1034,1043.98,1023.16,1026.05,1,1026.05,NA,NA,NA,NA,NA,1.63709613083367,1026.3
"NFLX",2018-05-02,311.65,317.1,310.4034,313.36,14,4387.04,NA,NA,NA,NA,NA,41.0157068062827,4363.66
"SP500",2018-05-02,2654.24,2660.87,2631.7,2635.67,1,2635.67,NA,NA,NA,NA,NA,2.41782405283919,2629.73
"AAPL",2018-05-03,175.88,177.5,174.4411,176.89,28,4952.92,NA,NA,NA,NA,NA,5.78585112845194,5147.24
"AMZN",2018-05-03,1560.01,1574.8,1546.02,1572.08,12,18864.96,NA,NA,NA,NA,NA,11.7407020164302,18971.4
"FB",2018-05-03,175.13,176.12,172.12,174.02,1,174.02,NA,NA,NA,NA,NA,4.55170826380134,176.61
"GOOGL",2018-05-03,1025.37,1030.69,1007.89,1026.3,1,1026.3,NA,NA,NA,NA,NA,1.63749501396091,1051
"NFLX",2018-05-03,312.59,312.59,305.73,311.69,14,4363.66,NA,NA,NA,NA,NA,40.7971204188482,4481.26
"SP500",2018-05-03,2628.08,2637.14,2594.62,2629.73,1,2629.73,NA,NA,NA,NA,NA,2.41237501146684,2663.42
"AAPL",2018-05-04,178.25,184.25,178.17,183.83,28,5147.24,NA,NA,NA,NA,NA,6.01284986682865,5184.48
"AMZN",2018-05-04,1562.45,1584.9,1562.19,1580.95,12,18971.4,NA,NA,NA,NA,NA,11.8069454817028,19201.68
"FB",2018-05-04,173.08,176.98,173.06,176.61,1,176.61,NA,NA,NA,NA,NA,4.6194529161588,177.97
"GOOGL",2018-05-04,1019.61,1051.88,1018.05,1051,1,1051,NA,NA,NA,NA,NA,1.67690466693259,1059.46
"NFLX",2018-05-04,308.71,320.98,307.67,320.09,14,4481.26,NA,NA,NA,NA,NA,41.8965968586387,4567.64
"SP500",2018-05-04,2621.45,2670.93,2615.32,2663.42,1,2663.42,NA,NA,NA,NA,NA,2.4432804329878,2672.63
"AAPL",2018-05-07,185.18,187.67,184.75,185.16,28,5184.48,NA,NA,NA,NA,NA,6.0563525068922,5209.4
"AMZN",2018-05-07,1589.34,1606.95,1587.83,1600.14,12,19201.68,NA,NA,NA,NA,NA,11.9502613890963,19108.68
"FB",2018-05-07,177.35,179.5,177.17,177.97,1,177.97,NA,NA,NA,NA,NA,4.65502539770558,178.92
"GOOGL",2018-05-07,1053.89,1065,1050.27,1059.46,1,1059.46,NA,NA,NA,NA,NA,1.69040287195852,1058.59
"NFLX",2018-05-07,321.9947,329.0234,319.34,326.26,14,4567.64,NA,NA,NA,NA,NA,42.7041884816754,4576.46
"SP500",2018-05-07,2669.36,2683.35,2664.7,2672.63,1,2672.63,NA,NA,NA,NA,NA,2.45172919915604,2671.92
"AAPL",2018-05-08,184.99,186.22,183.665,186.05,28,5209.4,NA,NA,NA,NA,NA,6.08546329610766,5246.08
"AMZN",2018-05-08,1595,1596.88,1582.51,1592.39,12,19108.68,NA,NA,NA,NA,NA,11.8923823749066,19296
"FB",2018-05-08,178.25,179.04,177.11,178.92,1,178.92,NA,NA,NA,NA,NA,4.67987382231545,182.66
"GOOGL",2018-05-08,1064.62,1065.23,1051.64,1058.59,1,1058.59,NA,NA,NA,NA,NA,1.68901475867571,1088.95
"NFLX",2018-05-08,325.9,327.348,323.05,326.89,14,4576.46,NA,NA,NA,NA,NA,42.7866492146597,4624.2
"SP500",2018-05-08,2670.26,2676.34,2655.2,2671.92,1,2671.92,NA,NA,NA,NA,NA,2.45107788276305,2697.79
"AAPL",2018-05-09,186.55,187.4,185.22,187.36,28,5246.08,NA,NA,NA,NA,NA,6.12831176113266,5321.12
"AMZN",2018-05-09,1600,1608,1592,1608,12,19296,NA,NA,NA,NA,NA,12.0089619118745,19308.96
"FB",2018-05-09,179.67,183.01,178.7807,182.66,1,182.66,NA,NA,NA,NA,NA,4.77769814656909,185.53
"GOOGL",2018-05-09,1064.1,1094,1062.11,1088.95,1,1088.95,NA,NA,NA,NA,NA,1.73745512564819,1105.47
"NFLX",2018-05-09,328.79,331.95,327.51,330.3,14,4624.2,NA,NA,NA,NA,NA,43.2329842931937,4614.4
"SP500",2018-05-09,2678.12,2701.27,2674.14,2697.79,1,2697.79,NA,NA,NA,NA,NA,2.47480965049078,2723.07
"AAPL",2018-05-10,187.74,190.37,187.65,190.04,28,5321.12,NA,NA,NA,NA,NA,6.2159712162983,5280.52
"AMZN",2018-05-10,1608.48,1615.6,1603.44,1609.08,12,19308.96,NA,NA,NA,NA,NA,12.0170276325616,19234.92
"FB",2018-05-10,183.15,186.1292,182.5,185.53,1,185.53,NA,NA,NA,NA,NA,4.85276654512735,186.99
"GOOGL",2018-05-10,1095,1109.41,1093.88,1105.47,1,1105.47,NA,NA,NA,NA,NA,1.76381332269645,1103.38
"NFLX",2018-05-10,331.5,332.055,327.3438,329.6,14,4614.4,NA,NA,NA,NA,NA,43.1413612565445,4570.44
"SP500",2018-05-10,2705.02,2726.11,2704.54,2723.07,1,2723.07,NA,NA,NA,NA,NA,2.49800018346941,2727.72
"AAPL",2018-05-11,189.49,190.06,187.45,188.59,28,5280.52,NA,NA,NA,NA,NA,6.16854352600346,5268.2
"AMZN",2018-05-11,1610.99,1611.1,1597.89,1602.91,12,19234.92,NA,NA,NA,NA,NA,11.9709484690067,19218.48
"FB",2018-05-11,184.85,188.32,184.18,186.99,1,186.99,NA,NA,NA,NA,NA,4.89095465031728,186.64
"GOOGL",2018-05-11,1100.41,1109.01,1097.22,1103.38,1,1103.38,NA,NA,NA,NA,NA,1.76047865975269,1106.6
"NFLX",2018-05-11,329.65,331.26,324.87,326.46,14,4570.44,NA,NA,NA,NA,NA,42.7303664921466,4599.42
"SP500",2018-05-11,2722.7,2732.86,2717.45,2727.72,1,2727.72,NA,NA,NA,NA,NA,2.50226584716998,2730.13
"AAPL",2018-05-14,189.01,189.53,187.86,188.15,28,5268.2,NA,NA,NA,NA,NA,6.15415167515537,5220.32
"AMZN",2018-05-14,1604,1611.18,1600.05,1601.54,12,19218.48,NA,NA,NA,NA,NA,11.96071695295,18913.44
"FB",2018-05-14,187.71,187.86,186.2,186.64,1,186.64,NA,NA,NA,NA,NA,4.88179996756627,184.32
"GOOGL",2018-05-14,1105.57,1118.15,1104.8,1106.6,1,1106.6,NA,NA,NA,NA,NA,1.76561627443159,1084.87
"NFLX",2018-05-14,327.25,330.5038,327.04,328.53,14,4599.42,NA,NA,NA,NA,NA,43.0013089005236,4565.82
"SP500",2018-05-14,2733.37,2742.1,2725.47,2730.13,1,2730.13,NA,NA,NA,NA,NA,2.50447665351803,2711.45
"AAPL",2018-05-15,186.78,187.07,185.1,186.44,28,5220.32,NA,NA,NA,NA,NA,6.09821970935938,5269.04
"AMZN",2018-05-15,1587.8,1587.8,1565.22,1576.12,12,18913.44,NA,NA,NA,NA,NA,11.7708737864078,19047.36
"FB",2018-05-15,184.88,185.29,183.2,184.32,1,184.32,NA,NA,NA,NA,NA,4.8211174990453,183.2
"GOOGL",2018-05-15,1096.9,1099.12,1078.78,1084.87,1,1084.87,NA,NA,NA,NA,NA,1.73094535301157,1084.09
"NFLX",2018-05-15,325.94,326.94,322.434,326.13,14,4565.82,NA,NA,NA,NA,NA,42.6871727748691,4594.66
"SP500",2018-05-15,2718.59,2718.59,2701.91,2711.45,1,2711.45,NA,NA,NA,NA,NA,2.48734061095312,2722.46
"AAPL",2018-05-16,186.07,188.46,186,188.18,28,5269.04,NA,NA,NA,NA,NA,6.15513293771319,5235.72
"AMZN",2018-05-16,1577.5,1594.43,1576.67,1587.28,12,19047.36,NA,NA,NA,NA,NA,11.8542195668409,18981.12
"FB",2018-05-16,183.6952,184.32,182.66,183.2,1,183.2,NA,NA,NA,NA,NA,4.79182251424207,183.76
"GOOGL",2018-05-16,1085.09,1094.38,1081.63,1084.09,1,1084.09,NA,NA,NA,NA,NA,1.72970083765457,1081.26
"NFLX",2018-05-16,326.28,329.72,325.14,328.19,14,4594.66,NA,NA,NA,NA,NA,42.9568062827225,4553.08
"SP500",2018-05-16,2712.62,2727.76,2712.17,2722.46,1,2722.46,NA,NA,NA,NA,NA,2.49744060177965,2720.13
"AAPL",2018-05-17,188,188.91,186.36,186.99,28,5235.72,NA,NA,NA,NA,NA,6.11620952291949,5216.68
"AMZN",2018-05-17,1580.56,1594.04,1573,1581.76,12,18981.12,NA,NA,NA,NA,NA,11.8129947722181,18892.44
"FB",2018-05-17,182.68,184.06,182.22,183.76,1,183.76,NA,NA,NA,NA,NA,4.80647000664368,182.68
"GOOGL",2018-05-17,1081.46,1091,1076.42,1081.26,1,1081.26,NA,NA,NA,NA,NA,1.72518548065417,1069.64
"NFLX",2018-05-17,327.53,330.45,323.1734,325.22,14,4553.08,NA,NA,NA,NA,NA,42.5680628272251,4538.52
"SP500",2018-05-17,2719.71,2731.96,2711.36,2720.13,1,2720.13,NA,NA,NA,NA,NA,2.4953031831942,2712.97
"AAPL",2018-05-18,187.19,187.8102,186.13,186.31,28,5216.68,NA,NA,NA,NA,NA,6.0939675716088,5253.64
