"symbol","date","open","high","low","close","split_coefficient","price","qtr","eps_est","eps","release_time","Beat_Miss"
"GOOGL",2011-10-13,550.03,559,548.02,558.99,1,558.99,NA,NA,NA,NA,NA
"NFLX",2011-10-13,112.6,118.97,111.25,117.01,2,234.02,NA,NA,NA,NA,NA
"SP500",2011-10-13,1206.96,1207.46,1190.58,1203.66,1,1203.66,NA,NA,NA,NA,NA
"AAPL",2011-10-14,416.83,422,415.27,422,4,1688,NA,NA,NA,NA,NA
"AMZN",2011-10-14,240.87,246.71,240.18,246.71,12,2960.52,NA,NA,NA,NA,NA
"GOOGL",2011-10-14,599.47,599.6,587.57,591.68,1,591.68,NA,NA,NA,NA,NA
"NFLX",2011-10-14,121.47,122,114.4,116.04,2,232.08,NA,NA,NA,NA,NA
"SP500",2011-10-14,1205.65,1224.61,1205.65,1224.58,1,1224.58,NA,NA,NA,NA,NA
"AAPL",2011-10-17,421.74,426.7,415.94,419.99,4,1679.96,NA,NA,NA,NA,NA
"AMZN",2011-10-17,244.2901,246.71,240.67,242.33,12,2907.96,NA,NA,NA,NA,NA
"GOOGL",2011-10-17,583.72,591.83,578,582.41,1,582.41,NA,NA,NA,NA,NA
"NFLX",2011-10-17,115.91,119.25,115.23,117.33,2,234.66,NA,NA,NA,NA,NA
"SP500",2011-10-17,1224.47,1224.47,1198.55,1200.86,1,1200.86,NA,NA,NA,NA,NA
"AAPL",2011-10-18,421.76,424.8067,415.99,422.24,4,1688.96,"09/2011",NA,NA,"post",NA
"AMZN",2011-10-18,242.31,244.61,236.624,243.88,12,2926.56,NA,NA,NA,NA,NA
"GOOGL",2011-10-18,580.19,592.56,577.4,590.51,1,590.51,NA,NA,NA,NA,NA
"NFLX",2011-10-18,117.25,117.49,110.58,111.74,2,223.48,NA,NA,NA,NA,NA
"SP500",2011-10-18,1200.75,1233.1,1191.48,1225.38,1,1225.38,NA,NA,NA,NA,NA
"AAPL",2011-10-19,401.35,408.419,397.8,398.62,4,1594.48,NA,NA,NA,NA,NA
"AMZN",2011-10-19,240.67,243.33,229.25,231.53,12,2778.36,NA,NA,NA,NA,NA
"GOOGL",2011-10-19,587.34,592.06,579.22,580.7,1,580.7,NA,NA,NA,NA,NA
"NFLX",2011-10-19,110.66,114.09,105.59,109.42,2,218.84,NA,NA,NA,NA,NA
"SP500",2011-10-19,1223.46,1229.64,1206.31,1209.88,1,1209.88,NA,NA,NA,NA,NA
"AAPL",2011-10-20,400,400.35,394.21,395.31,4,1581.24,NA,NA,NA,NA,NA
"AMZN",2011-10-20,232.13,234.739,229.8,233.61,12,2803.32,NA,NA,NA,NA,NA
"GOOGL",2011-10-20,581.9,588.89,579.51,583.67,1,583.67,NA,NA,NA,NA,NA
"NFLX",2011-10-20,110.05,111.99,109.081,111.48,2,222.96,NA,NA,NA,NA,NA
"SP500",2011-10-20,1211.1,1219.53,1197.34,1215.39,1,1215.39,NA,NA,NA,NA,NA
"AAPL",2011-10-21,398.1,399.14,390.75,392.87,4,1571.48,NA,NA,NA,NA,NA
"AMZN",2011-10-21,236.91,236.9999,230.6,234.78,12,2817.36,NA,NA,NA,NA,NA
"GOOGL",2011-10-21,589.51,592.75,586.7,590.49,1,590.49,NA,NA,NA,NA,NA
"NFLX",2011-10-21,113.69,117.129,110.94,117.04,2,234.08,NA,NA,NA,NA,NA
"SP500",2011-10-21,1215.39,1239.03,1215.39,1238.25,1,1238.25,NA,NA,NA,NA,NA
"AAPL",2011-10-24,396.18,406.5,395.4,405.77,4,1623.08,NA,NA,NA,NA,NA
"AMZN",2011-10-24,236.02,240.47,234,237.61,12,2851.32,NA,NA,NA,NA,NA
"GOOGL",2011-10-24,586.72,599.97,586.5,596.42,1,596.42,NA,NA,NA,NA,NA
"NFLX",2011-10-24,119.1,120.28,115.1,118.84,2,237.68,"09/2011",NA,NA,"post",NA
"SP500",2011-10-24,1238.72,1256.55,1238.72,1254.19,1,1254.19,NA,NA,NA,NA,NA
"AAPL",2011-10-25,405.03,406.55,397.38,397.77,4,1591.08,NA,NA,NA,NA,NA
"AMZN",2011-10-25,238.59,239.01,225.89,227.15,12,2725.8,"09/2011",NA,NA,"post",NA
"GOOGL",2011-10-25,593.1,595,582.85,583.16,1,583.16,NA,NA,NA,NA,NA
"NFLX",2011-10-25,74.9,79.39,74.25,77.37,2,154.74,NA,NA,NA,NA,NA
"SP500",2011-10-25,1254.19,1254.19,1226.79,1229.05,1,1229.05,NA,NA,NA,NA,NA
"AAPL",2011-10-26,401.76,402.55,393.151,400.6,4,1602.4,NA,NA,NA,NA,NA
"AMZN",2011-10-26,203.69,207.58,196.51,198.4,12,2380.8,NA,NA,NA,NA,NA
"GOOGL",2011-10-26,589.55,590.18,572.86,586.31,1,586.31,NA,NA,NA,NA,NA
"NFLX",2011-10-26,78.73,81.42,75.4,79.4,2,158.8,NA,NA,NA,NA,NA
"SP500",2011-10-26,1229.17,1246.28,1221.06,1242,1,1242,NA,NA,NA,NA,NA
"AAPL",2011-10-27,407.56,409,401.89,404.69,4,1618.76,NA,NA,NA,NA,NA
"AMZN",2011-10-27,204.26,208.6,201.1,206.78,12,2481.36,NA,NA,NA,NA,NA
"GOOGL",2011-10-27,598.42,602.7,593.3,598.67,1,598.67,NA,NA,NA,NA,NA
"NFLX",2011-10-27,82.18,82.72,79.25,80.86,2,161.72,NA,NA,NA,NA,NA
"SP500",2011-10-27,1243.97,1292.66,1243.97,1284.59,1,1284.59,NA,NA,NA,NA,NA
"AAPL",2011-10-28,403,406.35,402.51,404.95,4,1619.8,NA,NA,NA,NA,NA
"AMZN",2011-10-28,206.53,218.4,205.75,217.32,12,2607.84,NA,NA,NA,NA,NA
"GOOGL",2011-10-28,594.52,602.3,594.25,600.14,1,600.14,NA,NA,NA,NA,NA
"NFLX",2011-10-28,80.28,84.66,79.6,84.14,2,168.28,NA,NA,NA,NA,NA
"SP500",2011-10-28,1284.39,1287.08,1277.01,1285.09,1,1285.09,NA,NA,NA,NA,NA
"AAPL",2011-10-31,402.42,409.33,401.05,404.78,4,1619.12,NA,NA,NA,NA,NA
"AMZN",2011-10-31,215.79,218.89,213.04,213.51,12,2562.12,NA,NA,NA,NA,NA
"GOOGL",2011-10-31,595.09,599.69,591.67,592.64,1,592.64,NA,NA,NA,NA,NA
"NFLX",2011-10-31,83.64,84.09,81.45,82.08,2,164.16,NA,NA,NA,NA,NA
"SP500",2011-10-31,1284.96,1284.96,1253.16,1253.3,1,1253.3,NA,NA,NA,NA,NA
"AAPL",2011-11-01,397.41,399.5,393.22,396.51,4,1586.04,NA,NA,NA,NA,NA
"AMZN",2011-11-01,208.11,216.21,207.43,212.105,12,2545.26,NA,NA,NA,NA,NA
"GOOGL",2011-11-01,580.1,585.51,576.75,578.65,1,578.65,NA,NA,NA,NA,NA
"NFLX",2011-11-01,80.1099,81,78.74,80.09,2,160.18,NA,NA,NA,NA,NA
"SP500",2011-11-01,1251,1251,1215.42,1218.28,1,1218.28,NA,NA,NA,NA,NA
"AAPL",2011-11-02,400.09,400.44,395.11,397.41,4,1589.64,NA,NA,NA,NA,NA
"AMZN",2011-11-02,215.55,216.79,212.72,215.62,12,2587.44,NA,NA,NA,NA,NA
"GOOGL",2011-11-02,584.9,587.96,580.48,584.82,1,584.82,NA,NA,NA,NA,NA
"NFLX",2011-11-02,80.708,84.4,80.11,83.39,2,166.78,NA,NA,NA,NA,NA
"SP500",2011-11-02,1219.62,1242.48,1219.62,1237.9,1,1237.9,NA,NA,NA,NA,NA
"AAPL",2011-11-03,399.07,403.4,395.36,403.07,4,1612.28,NA,NA,NA,NA,NA
"AMZN",2011-11-03,216.305,218.5,213.02,218.29,12,2619.48,NA,NA,NA,NA,NA
"GOOGL",2011-11-03,587,597.5,583.72,597.5,1,597.5,NA,NA,NA,NA,NA
"NFLX",2011-11-03,84.13,92.6,81.8,92.29,2,184.58,NA,NA,NA,NA,NA
"SP500",2011-11-03,1238.25,1263.21,1234.81,1261.15,1,1261.15,NA,NA,NA,NA,NA
"AAPL",2011-11-04,402.03,403.44,399.16,400.24,4,1600.96,NA,NA,NA,NA,NA
"AMZN",2011-11-04,217.65,218.23,214.3308,216.48,12,2597.76,NA,NA,NA,NA,NA
"GOOGL",2011-11-04,593.5,599.74,592.43,596.14,1,596.14,NA,NA,NA,NA,NA
"NFLX",2011-11-04,91.47,92.89,87.75,90.02,2,180.04,NA,NA,NA,NA,NA
"SP500",2011-11-04,1260.82,1260.82,1238.92,1253.23,1,1253.23,NA,NA,NA,NA,NA
"AAPL",2011-11-07,399.91,400,396.13,399.73,4,1598.92,NA,NA,NA,NA,NA
"AMZN",2011-11-07,216.84,220.2,214,217,12,2604,NA,NA,NA,NA,NA
"GOOGL",2011-11-07,593.32,608.78,592.23,608.33,1,608.33,NA,NA,NA,NA,NA
"NFLX",2011-11-07,91,93.84,89.98,90.83,2,181.66,NA,NA,NA,NA,NA
"SP500",2011-11-07,1253.21,1261.7,1240.75,1261.12,1,1261.12,NA,NA,NA,NA,NA
"AAPL",2011-11-08,402.21,408,401.56,406.23,4,1624.92,NA,NA,NA,NA,NA
"AMZN",2011-11-08,219.2,219.35,215.21,217.99,12,2615.88,NA,NA,NA,NA,NA
"GOOGL",2011-11-08,609,614.37,603.6,612.34,1,612.34,NA,NA,NA,NA,NA
"NFLX",2011-11-08,91.23,92.6,89.655,90.47,2,180.94,NA,NA,NA,NA,NA
"SP500",2011-11-08,1261.12,1277.55,1254.99,1275.92,1,1275.92,NA,NA,NA,NA,NA
"AAPL",2011-11-09,396.97,400.89,394.23,395.28,4,1581.12,NA,NA,NA,NA,NA
"AMZN",2011-11-09,214.95,215.7,210.6,211.22,12,2534.64,NA,NA,NA,NA,NA
"GOOGL",2011-11-09,604.26,609.39,598.66,600.95,1,600.95,NA,NA,NA,NA,NA
"NFLX",2011-11-09,89,90.44,88,88.05,2,176.1,NA,NA,NA,NA,NA
"SP500",2011-11-09,1275.18,1275.18,1226.64,1229.1,1,1229.1,NA,NA,NA,NA,NA
"AAPL",2011-11-10,397.03,397.21,382.15,385.22,4,1540.88,NA,NA,NA,NA,NA
"AMZN",2011-11-10,213.5,214.0592,208.1,210.79,12,2529.48,NA,NA,NA,NA,NA
"GOOGL",2011-11-10,605.935,605.9473,591.56,595.08,1,595.08,NA,NA,NA,NA,NA
"NFLX",2011-11-10,89.29,90.3,84.84,85.12,2,170.24,NA,NA,NA,NA,NA
"SP500",2011-11-10,1229.59,1246.22,1227.7,1239.69,1,1239.69,NA,NA,NA,NA,NA
"AAPL",2011-11-11,386.61,388.7,380.26,384.62,4,1538.48,NA,NA,NA,NA,NA
"AMZN",2011-11-11,212.52,217.88,210.31,217.39,12,2608.68,NA,NA,NA,NA,NA
"GOOGL",2011-11-11,601.3,612.09,598.6,608.35,1,608.35,NA,NA,NA,NA,NA
"NFLX",2011-11-11,85.9,87.95,83.7,87.75,2,175.5,NA,NA,NA,NA,NA
"SP500",2011-11-11,1240.12,1266.98,1240.12,1263.85,1,1263.85,NA,NA,NA,NA,NA
"AAPL",2011-11-14,383.5201,385.25,378.2,379.26,4,1517.04,NA,NA,NA,NA,NA
"AMZN",2011-11-14,215.65,222.35,214.25,218.93,12,2627.16,NA,NA,NA,NA,NA
"GOOGL",2011-11-14,608,618.08,607.78,613,1,613,NA,NA,NA,NA,NA
"NFLX",2011-11-14,87.99,88.1,85.45,85.72,2,171.44,NA,NA,NA,NA,NA
"SP500",2011-11-14,1263.85,1263.85,1246.68,1251.78,1,1251.78,NA,NA,NA,NA,NA
"AAPL",2011-11-15,380.8,389.5,379.45,388.83,4,1555.32,NA,NA,NA,NA,NA
"AMZN",2011-11-15,218,220.3275,214.26,217.83,12,2613.96,NA,NA,NA,NA,NA
"GOOGL",2011-11-15,612.8,618.08,610.5,616.56,1,616.56,NA,NA,NA,NA,NA
"NFLX",2011-11-15,85.15,87.05,84.5,86.28,2,172.56,NA,NA,NA,NA,NA
"SP500",2011-11-15,1251.7,1264.25,1244.34,1257.81,1,1257.81,NA,NA,NA,NA,NA
"AAPL",2011-11-16,389.25,391.14,384.32,384.77,4,1539.08,NA,NA,NA,NA,NA
"AMZN",2011-11-16,216.2701,216.97,211.23,211.99,12,2543.88,NA,NA,NA,NA,NA
"GOOGL",2011-11-16,612.08,618.3,610.61,611.47,1,611.47,NA,NA,NA,NA,NA
"NFLX",2011-11-16,86.46,86.46,80.89,81.18,2,162.36,NA,NA,NA,NA,NA
"SP500",2011-11-16,1257.81,1259.61,1235.67,1236.91,1,1236.91,NA,NA,NA,NA,NA
"AAPL",2011-11-17,383.98,384.58,375.5,377.41,4,1509.64,NA,NA,NA,NA,NA
"AMZN",2011-11-17,212.51,212.9,202.1,204.52,12,2454.24,NA,NA,NA,NA,NA
"GOOGL",2011-11-17,610.05,612.29,596.78,600.87,1,600.87,NA,NA,NA,NA,NA
"NFLX",2011-11-17,80.77,81,75.79,76.46,2,152.92,NA,NA,NA,NA,NA
"SP500",2011-11-17,1236.56,1237.73,1209.43,1216.13,1,1216.13,NA,NA,NA,NA,NA
"AAPL",2011-11-18,378.92,379.99,374.88,374.94,4,1499.76,NA,NA,NA,NA,NA
"AMZN",2011-11-18,205.33,205.34,197.11,197.14,12,2365.68,NA,NA,NA,NA,NA
"GOOGL",2011-11-18,602,604.5,593.75,594.88,1,594.88,NA,NA,NA,NA,NA
"NFLX",2011-11-18,76.7,79,76.04,78.06,2,156.12,NA,NA,NA,NA,NA
"SP500",2011-11-18,1216.19,1223.51,1211.36,1215.65,1,1215.65,NA,NA,NA,NA,NA
"AAPL",2011-11-21,370.4,371.68,365.91,369.01,4,1476.04,NA,NA,NA,NA,NA
"AMZN",2011-11-21,193.29,193.36,185.05,189.25,12,2271,NA,NA,NA,NA,NA
"GOOGL",2011-11-21,587.76,588.5,572.09,580.94,1,580.94,NA,NA,NA,NA,NA
"NFLX",2011-11-21,77,79.98,73.26,74.47,2,148.94,NA,NA,NA,NA,NA
"SP500",2011-11-21,1215.62,1215.62,1183.16,1192.98,1,1192.98,NA,NA,NA,NA,NA
"AAPL",2011-11-22,371.02,377.93,370.94,376.51,4,1506.04,NA,NA,NA,NA,NA
"AMZN",2011-11-22,186.95,194.04,183.58,192.34,12,2308.08,NA,NA,NA,NA,NA
"GOOGL",2011-11-22,580,584.97,575.24,580,1,580,NA,NA,NA,NA,NA
"NFLX",2011-11-22,69.21,74.2,69,70.45,2,140.9,NA,NA,NA,NA,NA
"SP500",2011-11-22,1192.98,1196.81,1181.65,1188.04,1,1188.04,NA,NA,NA,NA,NA
"AAPL",2011-11-23,374.51,375.84,366.88,366.99,4,1467.96,NA,NA,NA,NA,NA
"AMZN",2011-11-23,193.06,194.6,187.89,188.99,12,2267.88,NA,NA,NA,NA,NA
"GOOGL",2011-11-23,575.35,580.25,570.11,570.11,1,570.11,NA,NA,NA,NA,NA
"NFLX",2011-11-23,69.65,70.776,68.42,68.5,2,137,NA,NA,NA,NA,NA
"SP500",2011-11-23,1187.48,1187.48,1161.79,1161.79,1,1161.79,NA,NA,NA,NA,NA
"AAPL",2011-11-25,368.42,371.15,363.32,363.57,4,1454.28,NA,NA,NA,NA,NA
"AMZN",2011-11-25,190.41,190.83,181.51,182.399,12,2188.788,NA,NA,NA,NA,NA
"GOOGL",2011-11-25,565.19,574.27,561.33,563,1,563,NA,NA,NA,NA,NA
"NFLX",2011-11-25,68.17,69.62,62.9,63.858,2,127.716,NA,NA,NA,NA,NA
"SP500",2011-11-25,1161.41,1172.66,1158.66,1158.67,1,1158.67,NA,NA,NA,NA,NA
"AAPL",2011-11-28,372.35,376.72,370.33,376.12,4,1504.48,NA,NA,NA,NA,NA
"AMZN",2011-11-28,191.65,194.6197,190.54,194.15,12,2329.8,NA,NA,NA,NA,NA
"GOOGL",2011-11-28,579.37,588.82,576.5,588.19,1,588.19,NA,NA,NA,NA,NA
"NFLX",2011-11-28,67.2,70.76,66.81,69.95,2,139.9,NA,NA,NA,NA,NA
"SP500",2011-11-28,1158.67,1197.35,1158.67,1192.55,1,1192.55,NA,NA,NA,NA,NA
"AAPL",2011-11-29,375.84,378.83,370.2,373.2,4,1492.8,NA,NA,NA,NA,NA
"AMZN",2011-11-29,194.78,195.5,187.3,188.39,12,2260.68,NA,NA,NA,NA,NA
"GOOGL",2011-11-29,587.88,590.36,581.33,582.93,1,582.93,NA,NA,NA,NA,NA
"NFLX",2011-11-29,69.33,69.39,65.65,67.57,2,135.14,NA,NA,NA,NA,NA
"SP500",2011-11-29,1192.56,1203.67,1191.8,1195.19,1,1195.19,NA,NA,NA,NA,NA
"AAPL",2011-11-30,381.29,382.276,378.3,382.2,4,1528.8,NA,NA,NA,NA,NA
"AMZN",2011-11-30,194.76,195.3,188.75,192.29,12,2307.48,NA,NA,NA,NA,NA
"GOOGL",2011-11-30,597.95,599.51,592.09,599.39,1,599.39,NA,NA,NA,NA,NA
"NFLX",2011-11-30,69.03,69.32,62.37,64.53,2,129.06,NA,NA,NA,NA,NA
"SP500",2011-11-30,1196.72,1247.11,1196.72,1246.96,1,1246.96,NA,NA,NA,NA,NA
"AAPL",2011-12-01,382.54,389,380.75,387.93,4,1551.72,NA,NA,NA,NA,NA
"AMZN",2011-12-01,191.85,198.075,191.59,197.13,12,2365.56,NA,NA,NA,NA,NA
"GOOGL",2011-12-01,600,616,599,613.77,1,613.77,NA,NA,NA,NA,NA
"NFLX",2011-12-01,64.42,68.44,64,67.17,2,134.34,NA,NA,NA,NA,NA
"SP500",2011-12-01,1246.91,1251.09,1239.73,1244.58,1,1244.58,NA,NA,NA,NA,NA
"AAPL",2011-12-02,389.83,393.6299,388.58,389.7,4,1558.8,NA,NA,NA,NA,NA
"AMZN",2011-12-02,197.07,199.66,195.18,196.03,12,2352.36,NA,NA,NA,NA,NA
"GOOGL",2011-12-02,617.05,624,616.26,620.36,1,620.36,NA,NA,NA,NA,NA
"NFLX",2011-12-02,66.22,67.89,65.11,66.37,2,132.74,NA,NA,NA,NA,NA
"SP500",2011-12-02,1246.03,1260.08,1243.35,1244.28,1,1244.28,NA,NA,NA,NA,NA
"AAPL",2011-12-05,393.49,396.41,390.388,393.01,4,1572.04,NA,NA,NA,NA,NA
"AMZN",2011-12-05,198.86,199,193.6677,196.24,12,2354.88,NA,NA,NA,NA,NA
"GOOGL",2011-12-05,627.64,631.9,622.4,625.65,1,625.65,NA,NA,NA,NA,NA
"NFLX",2011-12-05,66.95,71.91,65.3,70.12,2,140.24,NA,NA,NA,NA,NA
"SP500",2011-12-05,1244.33,1266.73,1244.33,1257.08,1,1257.08,NA,NA,NA,NA,NA
"AAPL",2011-12-06,392.51,394.63,389.38,390.95,4,1563.8,NA,NA,NA,NA,NA
"AMZN",2011-12-06,195.98,198.32,190.11,191.99,12,2303.88,NA,NA,NA,NA,NA
"GOOGL",2011-12-06,622.99,628.62,620.24,623.77,1,623.77,NA,NA,NA,NA,NA
"NFLX",2011-12-06,70.08,70.77,66.81,68.14,2,136.28,NA,NA,NA,NA,NA
"SP500",2011-12-06,1257.19,1266.03,1253.03,1258.47,1,1258.47,NA,NA,NA,NA,NA
"AAPL",2011-12-07,389.93,390.94,386.7625,389.09,4,1556.36,NA,NA,NA,NA,NA
"AMZN",2011-12-07,191.03,196.71,189.12,195.32,12,2343.84,NA,NA,NA,NA,NA
"GOOGL",2011-12-07,621.68,625.66,618.1,623.39,1,623.39,NA,NA,NA,NA,NA
"NFLX",2011-12-07,68.3,72.77,67.5,71.96,2,143.92,NA,NA,NA,NA,NA
"SP500",2011-12-07,1258.14,1267.06,1244.8,1261.01,1,1261.01,NA,NA,NA,NA,NA
"AAPL",2011-12-08,391.45,395.5,390.23,390.66,4,1562.64,NA,NA,NA,NA,NA
"AMZN",2011-12-08,193.57,195.89,190.08,190.48,12,2285.76,NA,NA,NA,NA,NA
"GOOGL",2011-12-08,621.04,627.45,615.3,616.05,1,616.05,NA,NA,NA,NA,NA
"NFLX",2011-12-08,71.53,72.95,69.09,69.42,2,138.84,NA,NA,NA,NA,NA
"SP500",2011-12-08,1260.87,1260.87,1231.47,1234.35,1,1234.35,NA,NA,NA,NA,NA
"AAPL",2011-12-09,392.85,394.04,391.03,393.62,4,1574.48,NA,NA,NA,NA,NA
"AMZN",2011-12-09,191.21,193.95,188.4,193.03,12,2316.36,NA,NA,NA,NA,NA
"GOOGL",2011-12-09,618,629.13,617.01,627.42,1,627.42,NA,NA,NA,NA,NA
"NFLX",2011-12-09,69.54,71.68,69.53,70.89,2,141.78,NA,NA,NA,NA,NA
"SP500",2011-12-09,1234.48,1258.25,1234.48,1255.19,1,1255.19,NA,NA,NA,NA,NA
"AAPL",2011-12-12,391.68,393.9,389.45,391.84,4,1567.36,NA,NA,NA,NA,NA
"AMZN",2011-12-12,190.03,191.15,187.63,189.52,12,2274.24,NA,NA,NA,NA,NA
"GOOGL",2011-12-12,621.88,626.18,620.29,625.39,1,625.39,NA,NA,NA,NA,NA
"NFLX",2011-12-12,69.74,76.83,69.52,75.26,2,150.52,NA,NA,NA,NA,NA
"SP500",2011-12-12,1255.05,1255.05,1227.25,1236.47,1,1236.47,NA,NA,NA,NA,NA
"AAPL",2011-12-13,393,395.4,387.1,388.81,4,1555.24,NA,NA,NA,NA,NA
"AMZN",2011-12-13,188.56,189.68,178.5,180.51,12,2166.12,NA,NA,NA,NA,NA
"GOOGL",2011-12-13,628.76,636.5599,622.85,625.63,1,625.63,NA,NA,NA,NA,NA
"NFLX",2011-12-13,75.45,77.59,71.6,72.11,2,144.22,NA,NA,NA,NA,NA
"SP500",2011-12-13,1236.83,1249.86,1219.43,1225.73,1,1225.73,NA,NA,NA,NA,NA
"AAPL",2011-12-14,386.7,387.38,377.68,380.19,4,1520.76,NA,NA,NA,NA,NA
"AMZN",2011-12-14,179,180.75,170.25,180.21,12,2162.52,NA,NA,NA,NA,NA
"GOOGL",2011-12-14,621.848,624.32,612.49,618.07,1,618.07,NA,NA,NA,NA,NA
"NFLX",2011-12-14,69.58,71.65,68.92,71.04,2,142.08,NA,NA,NA,NA,NA
"SP500",2011-12-14,1225.73,1225.73,1209.47,1211.82,1,1211.82,NA,NA,NA,NA,NA
"AAPL",2011-12-15,383.33,383.74,378.31,378.94,4,1515.76,NA,NA,NA,NA,NA
"AMZN",2011-12-15,182.05,184.799,179.53,181.26,12,2175.12,NA,NA,NA,NA,NA
"GOOGL",2011-12-15,622.52,624,618.69,619.54,1,619.54,NA,NA,NA,NA,NA
"NFLX",2011-12-15,71.6,71.96,69.4,69.72,2,139.44,NA,NA,NA,NA,NA
"SP500",2011-12-15,1212.12,1225.6,1212.12,1215.75,1,1215.75,NA,NA,NA,NA,NA
"AAPL",2011-12-16,380.36,384.15,379.57,381.02,4,1524.08,NA,NA,NA,NA,NA
"AMZN",2011-12-16,182.42,184.41,180.31,181.26,12,2175.12,NA,NA,NA,NA,NA
"GOOGL",2011-12-16,624.32,629.32,621.47,625.96,1,625.96,NA,NA,NA,NA,NA
"NFLX",2011-12-16,70.19,70.85,69.16,69.82,2,139.64,NA,NA,NA,NA,NA
"SP500",2011-12-16,1216.09,1231.04,1215.2,1219.66,1,1219.66,NA,NA,NA,NA,NA
"AAPL",2011-12-19,382.47,384.85,380.48,382.21,4,1528.84,NA,NA,NA,NA,NA
"AMZN",2011-12-19,182,183.17,179,179.33,12,2151.96,NA,NA,NA,NA,NA
"GOOGL",2011-12-19,628.01,628.5,620,621.83,1,621.83,NA,NA,NA,NA,NA
"NFLX",2011-12-19,69.79,69.79,66.93,67.15,2,134.3,NA,NA,NA,NA,NA
"SP500",2011-12-19,1219.74,1224.57,1202.37,1205.35,1,1205.35,NA,NA,NA,NA,NA
"AAPL",2011-12-20,387.76,396.1,387.26,395.95,4,1583.8,NA,NA,NA,NA,NA
"AMZN",2011-12-20,182.69,183.17,180.54,182.52,12,2190.24,NA,NA,NA,NA,NA
"GOOGL",2011-12-20,628,631.84,627.99,630.37,1,630.37,NA,NA,NA,NA,NA
"NFLX",2011-12-20,68.65,71.59,68.22,71.4,2,142.8,NA,NA,NA,NA,NA
"SP500",2011-12-20,1205.72,1242.82,1205.72,1241.3,1,1241.3,NA,NA,NA,NA,NA
"AAPL",2011-12-21,396.69,397.3,392.01,396.445,4,1585.78,NA,NA,NA,NA,NA
"AMZN",2011-12-21,181.92,183.5,172.49,174.35,12,2092.2,NA,NA,NA,NA,NA
"GOOGL",2011-12-21,630.01,631.82,618.96,625.82,1,625.82,NA,NA,NA,NA,NA
"NFLX",2011-12-21,71.29,72.41,70.19,70.97,2,141.94,NA,NA,NA,NA,NA
"SP500",2011-12-21,1241.25,1245.09,1229.51,1243.72,1,1243.72,NA,NA,NA,NA,NA
"AAPL",2011-12-22,397,399.13,396.1,398.55,4,1594.2,NA,NA,NA,NA,NA
"AMZN",2011-12-22,175.09,179.67,174.21,179.03,12,2148.36,NA,NA,NA,NA,NA
"GOOGL",2011-12-22,627.95,631.73,627.01,629.7,1,629.7,NA,NA,NA,NA,NA
"NFLX",2011-12-22,71.12,74.4,71.12,73.84,2,147.68,NA,NA,NA,NA,NA
"SP500",2011-12-22,1243.72,1255.22,1243.72,1254,1,1254,NA,NA,NA,NA,NA
"AAPL",2011-12-23,399.69,403.59,399.495,403.33,4,1613.32,NA,NA,NA,NA,NA
"AMZN",2011-12-23,179.22,179.68,175.6,177.28,12,2127.36,NA,NA,NA,NA,NA
"GOOGL",2011-12-23,632,634.68,630.56,633.14,1,633.14,NA,NA,NA,NA,NA
"NFLX",2011-12-23,74.13,74.58,72.2982,72.62,2,145.24,NA,NA,NA,NA,NA
"SP500",2011-12-23,1254,1265.42,1254,1265.33,1,1265.33,NA,NA,NA,NA,NA
"AAPL",2011-12-27,403.1,409.09,403.02,406.53,4,1626.12,NA,NA,NA,NA,NA
"AMZN",2011-12-27,177.73,178.5947,176.16,176.27,12,2115.24,NA,NA,NA,NA,NA
"GOOGL",2011-12-27,632.05,644.49,632,640.25,1,640.25,NA,NA,NA,NA,NA
"NFLX",2011-12-27,72.3,72.49,70.2,70.596,2,141.192,NA,NA,NA,NA,NA
"SP500",2011-12-27,1265.02,1269.37,1262.3,1265.43,1,1265.43,NA,NA,NA,NA,NA
"AAPL",2011-12-28,406.89,408.25,401.34,402.64,4,1610.56,NA,NA,NA,NA,NA
"AMZN",2011-12-28,176.39,176.65,172.28,173.89,12,2086.68,NA,NA,NA,NA,NA
"GOOGL",2011-12-28,642.75,645,638.1,639.7,1,639.7,NA,NA,NA,NA,NA
"NFLX",2011-12-28,70.52,71,68.567,69.2,2,138.4,NA,NA,NA,NA,NA
"SP500",2011-12-28,1265.38,1265.85,1248.64,1249.64,1,1249.64,NA,NA,NA,NA,NA
"AAPL",2011-12-29,403.4,405.65,400.51,405.12,4,1620.48,NA,NA,NA,NA,NA
"AMZN",2011-12-29,169.62,174.55,166.97,173.86,12,2086.32,NA,NA,NA,NA,NA
"GOOGL",2011-12-29,641.49,643,635.2,642.4,1,642.4,NA,NA,NA,NA,NA
"NFLX",2011-12-29,68.98,69.89,67.61,69.3,2,138.6,NA,NA,NA,NA,NA
"SP500",2011-12-29,1249.75,1263.54,1249.75,1263.02,1,1263.02,NA,NA,NA,NA,NA
"AAPL",2011-12-30,403.51,406.28,403.49,405,4,1620,NA,NA,NA,NA,NA
"AMZN",2011-12-30,173.36,175.17,172.49,173.1,12,2077.2,NA,NA,NA,NA,NA
"GOOGL",2011-12-30,642.02,646.76,642.02,645.9,1,645.9,NA,NA,NA,NA,NA
"NFLX",2011-12-30,69.11,70.5928,68.83,69.29,2,138.58,NA,NA,NA,NA,NA
"SP500",2011-12-30,1262.82,1264.12,1257.46,1257.6,1,1257.6,NA,NA,NA,NA,NA
